city,province,city_province,lng,lat
کیان,چهارمحال و بختیاری,"کیان, استان چهارمحال و بختیاری",خطا,خطا
گندمان,چهارمحال و بختیاری,"گندمان, استان چهارمحال و بختیاری",خطا,خطا
گهرو,چهارمحال و بختیاری,"گهرو, استان چهارمحال و بختیاری",خطا,خطا
لردگان,چهارمحال و بختیاری,"لردگان, استان چهارمحال و بختیاری",,
مال خلیفه,چهارمحال و بختیاری,"مال خلیفه, استان چهارمحال و بختیاری",خطا,خطا
ناغان,چهارمحال و بختیاری,"ناغان, استان چهارمحال و بختیاری",خطا,خطا
نافچ,چهارمحال و بختیاری,"نافچ, استان چهارمحال و بختیاری",خطا,خطا
نقنه,چهارمحال و بختیاری,"نقنه, استان چهارمحال و بختیاری",خطا,خطا
هفشجان,چهارمحال و بختیاری,"هفشجان, استان چهارمحال و بختیاری",خطا,خطا
ارسک,خراسان جنوبی,"ارسک, استان خراسان جنوبی",خطا,خطا
اسدیه,خراسان جنوبی,"اسدیه, استان خراسان جنوبی",خطا,خطا
اسفدن,خراسان جنوبی,"اسفدن, استان خراسان جنوبی",خطا,خطا
اسلامیه,خراسان جنوبی,"اسلامیه, استان خراسان جنوبی",خطا,خطا
آرین شهر,خراسان جنوبی,"آرین شهر, استان خراسان جنوبی",خطا,خطا
آیسک,خراسان جنوبی,"آیسک, استان خراسان جنوبی",خطا,خطا
بشرویه,خراسان جنوبی,"بشرویه, استان خراسان جنوبی",خطا,خطا
بیرجند,خراسان جنوبی,"بیرجند, استان خراسان جنوبی",خطا,خطا
حاجی آباد,خراسان جنوبی,"حاجی آباد, استان خراسان جنوبی",,
خضری دشت بیاض,خراسان جنوبی,"خضری دشت بیاض, استان خراسان جنوبی",,
خوسف,خراسان جنوبی,"خوسف, استان خراسان جنوبی",,
زهان,خراسان جنوبی,"زهان, استان خراسان جنوبی",خطا,خطا
سرایان,خراسان جنوبی,"سرایان, استان خراسان جنوبی",خطا,خطا
سربیشه,خراسان جنوبی,"سربیشه, استان خراسان جنوبی",خطا,خطا
سه قلعه,خراسان جنوبی,"سه قلعه, استان خراسان جنوبی",خطا,خطا
شوسف,خراسان جنوبی,"شوسف, استان خراسان جنوبی",خطا,خطا
طبس ,خراسان جنوبی,"طبس , استان خراسان جنوبی",,
فردوس,خراسان جنوبی,"فردوس, استان خراسان جنوبی",,
قاین,خراسان جنوبی,"قاین, استان خراسان جنوبی",خطا,خطا
قهستان,خراسان جنوبی,"قهستان, استان خراسان جنوبی",خطا,خطا
محمدشهر,خراسان جنوبی,"محمدشهر, استان خراسان جنوبی",خطا,خطا
مود,خراسان جنوبی,"مود, استان خراسان جنوبی",خطا,خطا
نهبندان,خراسان جنوبی,"نهبندان, استان خراسان جنوبی",خطا,خطا
نیمبلوک,خراسان جنوبی,"نیمبلوک, استان خراسان جنوبی",خطا,خطا
احمدآباد صولت,خراسان رضوی,"احمدآباد صولت, استان خراسان رضوی",خطا,خطا
انابد,خراسان رضوی,"انابد, استان خراسان رضوی",خطا,خطا
باجگیران,خراسان رضوی,"باجگیران, استان خراسان رضوی",خطا,خطا
باخرز,خراسان رضوی,"باخرز, استان خراسان رضوی",خطا,خطا
بار,خراسان رضوی,"بار, استان خراسان رضوی",خطا,خطا
بایگ,خراسان رضوی,"بایگ, استان خراسان رضوی",خطا,خطا
بجستان,خراسان رضوی,"بجستان, استان خراسان رضوی",خطا,خطا
بردسکن,خراسان رضوی,"بردسکن, استان خراسان رضوی",خطا,خطا
بیدخت,خراسان رضوی,"بیدخت, استان خراسان رضوی",خطا,خطا
تایباد,خراسان رضوی,"تایباد, استان خراسان رضوی",خطا,خطا
تربت جام,خراسان رضوی,"تربت جام, استان خراسان رضوی",خطا,خطا
تربت حیدریه,خراسان رضوی,"تربت حیدریه, استان خراسان رضوی",خطا,خطا
جغتای,خراسان رضوی,"جغتای, استان خراسان رضوی",,
جنگل,خراسان رضوی,"جنگل, استان خراسان رضوی",,
چاپشلو,خراسان رضوی,"چاپشلو, استان خراسان رضوی",,
چکنه,خراسان رضوی,"چکنه, استان خراسان رضوی",,
چناران,خراسان رضوی,"چناران, استان خراسان رضوی",,
خرو,خراسان رضوی,"خرو, استان خراسان رضوی",,
خلیل آباد,خراسان رضوی,"خلیل آباد, استان خراسان رضوی",,
خواف,خراسان رضوی,"خواف, استان خراسان رضوی",,
داورزن,خراسان رضوی,"داورزن, استان خراسان رضوی",خطا,خطا
درگز,خراسان رضوی,"درگز, استان خراسان رضوی",خطا,خطا
در رود,خراسان رضوی,"در رود, استان خراسان رضوی",خطا,خطا
دولت آباد,خراسان رضوی,"دولت آباد, استان خراسان رضوی",خطا,خطا
رباط سنگ,خراسان رضوی,"رباط سنگ, استان خراسان رضوی",خطا,خطا
رشتخوار,خراسان رضوی,"رشتخوار, استان خراسان رضوی",خطا,خطا
رضویه,خراسان رضوی,"رضویه, استان خراسان رضوی",خطا,خطا
روداب,خراسان رضوی,"روداب, استان خراسان رضوی",خطا,خطا
ریوش,خراسان رضوی,"ریوش, استان خراسان رضوی",خطا,خطا
سبزوار,خراسان رضوی,"سبزوار, استان خراسان رضوی",خطا,خطا
سرخس,خراسان رضوی,"سرخس, استان خراسان رضوی",خطا,خطا
سفیدسنگ,خراسان رضوی,"سفیدسنگ, استان خراسان رضوی",خطا,خطا
سلامی,خراسان رضوی,"سلامی, استان خراسان رضوی",خطا,خطا
سلطان آباد,خراسان رضوی,"سلطان آباد, استان خراسان رضوی",خطا,خطا
سنگان,خراسان رضوی,"سنگان, استان خراسان رضوی",خطا,خطا
شادمهر,خراسان رضوی,"شادمهر, استان خراسان رضوی",خطا,خطا
شاندیز,خراسان رضوی,"شاندیز, استان خراسان رضوی",خطا,خطا
ششتمد,خراسان رضوی,"ششتمد, استان خراسان رضوی",خطا,خطا
شهرآباد,خراسان رضوی,"شهرآباد, استان خراسان رضوی",خطا,خطا
شهرزو,خراسان رضوی,"شهرزو, استان خراسان رضوی",خطا,خطا
صالح آباد,خراسان رضوی,"صالح آباد, استان خراسان رضوی",,
طرقبه,خراسان رضوی,"طرقبه, استان خراسان رضوی",,
عشق آباد,خراسان رضوی,"عشق آباد, استان خراسان رضوی",,
فرهادگرد,خراسان رضوی,"فرهادگرد, استان خراسان رضوی",,
فریمان,خراسان رضوی,"فریمان, استان خراسان رضوی",,
فیروزه,خراسان رضوی,"فیروزه, استان خراسان رضوی",,
فیض آباد,خراسان رضوی,"فیض آباد, استان خراسان رضوی",,
قاسم آباد,خراسان رضوی,"قاسم آباد, استان خراسان رضوی",خطا,خطا
قدمگاه,خراسان رضوی,"قدمگاه, استان خراسان رضوی",خطا,خطا
قلندرآباد,خراسان رضوی,"قلندرآباد, استان خراسان رضوی",خطا,خطا
قوچان,خراسان رضوی,"قوچان, استان خراسان رضوی",خطا,خطا
کاخک,خراسان رضوی,"کاخک, استان خراسان رضوی",خطا,خطا
کاریز,خراسان رضوی,"کاریز, استان خراسان رضوی",خطا,خطا
کاشمر,خراسان رضوی,"کاشمر, استان خراسان رضوی",خطا,خطا
کدکن,خراسان رضوی,"کدکن, استان خراسان رضوی",خطا,خطا
کلات,خراسان رضوی,"کلات, استان خراسان رضوی",خطا,خطا
کندر,خراسان رضوی,"کندر, استان خراسان رضوی",خطا,خطا
گلمکان,خراسان رضوی,"گلمکان, استان خراسان رضوی",خطا,خطا
گناباد,خراسان رضوی,"گناباد, استان خراسان رضوی",خطا,خطا
لطف آباد,خراسان رضوی,"لطف آباد, استان خراسان رضوی",,
مزدآوند,خراسان رضوی,"مزدآوند, استان خراسان رضوی",خطا,خطا
مشهد,خراسان رضوی,"مشهد, استان خراسان رضوی",خطا,خطا
ملک آباد,خراسان رضوی,"ملک آباد, استان خراسان رضوی",خطا,خطا
نشتیفان,خراسان رضوی,"نشتیفان, استان خراسان رضوی",خطا,خطا
نصرآباد,خراسان رضوی,"نصرآباد, استان خراسان رضوی",خطا,خطا
نقاب,خراسان رضوی,"نقاب, استان خراسان رضوی",خطا,خطا
نوخندان,خراسان رضوی,"نوخندان, استان خراسان رضوی",خطا,خطا
نیشابور,خراسان رضوی,"نیشابور, استان خراسان رضوی",خطا,خطا
نیل شهر,خراسان رضوی,"نیل شهر, استان خراسان رضوی",خطا,خطا
همت آباد,خراسان رضوی,"همت آباد, استان خراسان رضوی",خطا,خطا
یونسی,خراسان رضوی,"یونسی, استان خراسان رضوی",خطا,خطا
اسفراین,خراسان شمالی,"اسفراین, استان خراسان شمالی",خطا,خطا
ایور,خراسان شمالی,"ایور, استان خراسان شمالی",خطا,خطا
آشخانه,خراسان شمالی,"آشخانه, استان خراسان شمالی",خطا,خطا
بجنورد,خراسان شمالی,"بجنورد, استان خراسان شمالی",خطا,خطا
پیش قلعه,خراسان شمالی,"پیش قلعه, استان خراسان شمالی",خطا,خطا
تیتکانلو,خراسان شمالی,"تیتکانلو, استان خراسان شمالی",خطا,خطا
جاجرم,خراسان شمالی,"جاجرم, استان خراسان شمالی",,
حصارگرمخان,خراسان شمالی,"حصارگرمخان, استان خراسان شمالی",,
درق,خراسان شمالی,"درق, استان خراسان شمالی",خطا,خطا
راز,خراسان شمالی,"راز, استان خراسان شمالی",خطا,خطا
سنخواست,خراسان شمالی,"سنخواست, استان خراسان شمالی",خطا,خطا
شوقان,خراسان شمالی,"شوقان, استان خراسان شمالی",خطا,خطا
شیروان,خراسان شمالی,"شیروان, استان خراسان شمالی",خطا,خطا
صفی آباد,خراسان شمالی,"صفی آباد, استان خراسان شمالی",,
فاروج,خراسان شمالی,"فاروج, استان خراسان شمالی",,
قاضی,خراسان شمالی,"قاضی, استان خراسان شمالی",خطا,خطا
گرمه,خراسان شمالی,"گرمه, استان خراسان شمالی",خطا,خطا
لوجلی,خراسان شمالی,"لوجلی, استان خراسان شمالی",,
اروندکنار,خوزستان,"اروندکنار, استان خوزستان",خطا,خطا
الوان,خوزستان,"الوان, استان خوزستان",خطا,خطا
امیدیه,خوزستان,"امیدیه, استان خوزستان",خطا,خطا
اندیمشک,خوزستان,"اندیمشک, استان خوزستان",خطا,خطا
اهواز,خوزستان,"اهواز, استان خوزستان",خطا,خطا
ایذه,خوزستان,"ایذه, استان خوزستان",خطا,خطا
آبادان,خوزستان,"آبادان, استان خوزستان",خطا,خطا
آغاجاری,خوزستان,"آغاجاری, استان خوزستان",خطا,خطا
باغ ملک,خوزستان,"باغ ملک, استان خوزستان",خطا,خطا
بستان,خوزستان,"بستان, استان خوزستان",خطا,خطا
بندرامام خمینی,خوزستان,"بندرامام خمینی, استان خوزستان",خطا,خطا
بندرماهشهر,خوزستان,"بندرماهشهر, استان خوزستان",خطا,خطا
بهبهان,خوزستان,"بهبهان, استان خوزستان",خطا,خطا
ترکالکی,خوزستان,"ترکالکی, استان خوزستان",خطا,خطا
جایزان,خوزستان,"جایزان, استان خوزستان",,
چمران,خوزستان,"چمران, استان خوزستان",,
چویبده,خوزستان,"چویبده, استان خوزستان",,
حر,خوزستان,"حر, استان خوزستان",,
حسینیه,خوزستان,"حسینیه, استان خوزستان",,
حمزه,خوزستان,"حمزه, استان خوزستان",,
حمیدیه,خوزستان,"حمیدیه, استان خوزستان",,
خرمشهر,خوزستان,"خرمشهر, استان خوزستان",,
دارخوین,خوزستان,"دارخوین, استان خوزستان",خطا,خطا
دزآب,خوزستان,"دزآب, استان خوزستان",خطا,خطا
دزفول,خوزستان,"دزفول, استان خوزستان",خطا,خطا
دهدز,خوزستان,"دهدز, استان خوزستان",خطا,خطا
رامشیر,خوزستان,"رامشیر, استان خوزستان",خطا,خطا
رامهرمز,خوزستان,"رامهرمز, استان خوزستان",خطا,خطا
رفیع,خوزستان,"رفیع, استان خوزستان",خطا,خطا
زهره,خوزستان,"زهره, استان خوزستان",خطا,خطا
سالند,خوزستان,"سالند, استان خوزستان",خطا,خطا
سردشت,خوزستان,"سردشت, استان خوزستان",خطا,خطا
سوسنگرد,خوزستان,"سوسنگرد, استان خوزستان",خطا,خطا
شادگان,خوزستان,"شادگان, استان خوزستان",خطا,خطا
شاوور,خوزستان,"شاوور, استان خوزستان",خطا,خطا
شرافت,خوزستان,"شرافت, استان خوزستان",خطا,خطا
شوش,خوزستان,"شوش, استان خوزستان",خطا,خطا
شوشتر,خوزستان,"شوشتر, استان خوزستان",خطا,خطا
شیبان,خوزستان,"شیبان, استان خوزستان",خطا,خطا
صالح شهر,خوزستان,"صالح شهر, استان خوزستان",,
صفی آباد,خوزستان,"صفی آباد, استان خوزستان",,
صیدون,خوزستان,"صیدون, استان خوزستان",,
قلعه تل,خوزستان,"قلعه تل, استان خوزستان",خطا,خطا
قلعه خواجه,خوزستان,"قلعه خواجه, استان خوزستان",خطا,خطا
گتوند,خوزستان,"گتوند, استان خوزستان",خطا,خطا
لالی,خوزستان,"لالی, استان خوزستان",,
مسجدسلیمان,خوزستان,"مسجدسلیمان, استان خوزستان",خطا,خطا
ملاثانی,خوزستان,"ملاثانی, استان خوزستان",خطا,خطا
میانرود,خوزستان,"میانرود, استان خوزستان",خطا,خطا
مینوشهر,خوزستان,"مینوشهر, استان خوزستان",خطا,خطا
هفتگل,خوزستان,"هفتگل, استان خوزستان",خطا,خطا
هندیجان,خوزستان,"هندیجان, استان خوزستان",خطا,خطا
هویزه,خوزستان,"هویزه, استان خوزستان",خطا,خطا
ویس,خوزستان,"ویس, استان خوزستان",خطا,خطا
ابهر,زنجان,"ابهر, استان زنجان",خطا,خطا
ارمغان خانه,زنجان,"ارمغان خانه, استان زنجان",خطا,خطا
آب بر,زنجان,"آب بر, استان زنجان",خطا,خطا
چورزق,زنجان,"چورزق, استان زنجان",,
حلب,زنجان,"حلب, استان زنجان",,
خرمدره,زنجان,"خرمدره, استان زنجان",,
دندی,زنجان,"دندی, استان زنجان",خطا,خطا
زرین آباد,زنجان,"زرین آباد, استان زنجان",خطا,خطا
زرین رود,زنجان,"زرین رود, استان زنجان",خطا,خطا
زنجان,زنجان,"زنجان, استان زنجان",خطا,خطا
سجاس,زنجان,"سجاس, استان زنجان",خطا,خطا
سلطانیه,زنجان,"سلطانیه, استان زنجان",خطا,خطا
سهرورد,زنجان,"سهرورد, استان زنجان",خطا,خطا
صائین قلعه,زنجان,"صائین قلعه, استان زنجان",,
قیدار,زنجان,"قیدار, استان زنجان",خطا,خطا
گرماب,زنجان,"گرماب, استان زنجان",خطا,خطا
ماه نشان,زنجان,"ماه نشان, استان زنجان",خطا,خطا
هیدج,زنجان,"هیدج, استان زنجان",خطا,خطا
امیریه,سمنان,"امیریه, استان سمنان",خطا,خطا
ایوانکی,سمنان,"ایوانکی, استان سمنان",خطا,خطا
آرادان,سمنان,"آرادان, استان سمنان",خطا,خطا
بسطام,سمنان,"بسطام, استان سمنان",خطا,خطا
بیارجمند,سمنان,"بیارجمند, استان سمنان",خطا,خطا
دامغان,سمنان,"دامغان, استان سمنان",خطا,خطا
درجزین,سمنان,"درجزین, استان سمنان",خطا,خطا
دیباج,سمنان,"دیباج, استان سمنان",خطا,خطا
سرخه,سمنان,"سرخه, استان سمنان",خطا,خطا
سمنان,سمنان,"سمنان, استان سمنان",خطا,خطا
شاهرود,سمنان,"شاهرود, استان سمنان",خطا,خطا
شهمیرزاد,سمنان,"شهمیرزاد, استان سمنان",خطا,خطا
کلاته خیج,سمنان,"کلاته خیج, استان سمنان",خطا,خطا
گرمسار,سمنان,"گرمسار, استان سمنان",خطا,خطا
مجن,سمنان,"مجن, استان سمنان",خطا,خطا
مهدی شهر,سمنان,"مهدی شهر, استان سمنان",خطا,خطا
میامی,سمنان,"میامی, استان سمنان",خطا,خطا
ادیمی,سیستان و بلوچستان,"ادیمی, استان سیستان و بلوچستان",خطا,خطا
اسپکه,سیستان و بلوچستان,"اسپکه, استان سیستان و بلوچستان",خطا,خطا
ایرانشهر,سیستان و بلوچستان,"ایرانشهر, استان سیستان و بلوچستان",خطا,خطا
بزمان,سیستان و بلوچستان,"بزمان, استان سیستان و بلوچستان",خطا,خطا
بمپور,سیستان و بلوچستان,"بمپور, استان سیستان و بلوچستان",خطا,خطا
بنت,سیستان و بلوچستان,"بنت, استان سیستان و بلوچستان",خطا,خطا
بنجار,سیستان و بلوچستان,"بنجار, استان سیستان و بلوچستان",خطا,خطا
پیشین,سیستان و بلوچستان,"پیشین, استان سیستان و بلوچستان",خطا,خطا
جالق,سیستان و بلوچستان,"جالق, استان سیستان و بلوچستان",,
چابهار,سیستان و بلوچستان,"چابهار, استان سیستان و بلوچستان",,
خاش,سیستان و بلوچستان,"خاش, استان سیستان و بلوچستان",,
دوست محمد,سیستان و بلوچستان,"دوست محمد, استان سیستان و بلوچستان",خطا,خطا
راسک,سیستان و بلوچستان,"راسک, استان سیستان و بلوچستان",خطا,خطا
زابل,سیستان و بلوچستان,"زابل, استان سیستان و بلوچستان",خطا,خطا
زابلی,سیستان و بلوچستان,"زابلی, استان سیستان و بلوچستان",خطا,خطا
زاهدان,سیستان و بلوچستان,"زاهدان, استان سیستان و بلوچستان",خطا,خطا
زهک,سیستان و بلوچستان,"زهک, استان سیستان و بلوچستان",خطا,خطا
سراوان,سیستان و بلوچستان,"سراوان, استان سیستان و بلوچستان",خطا,خطا
سرباز,سیستان و بلوچستان,"سرباز, استان سیستان و بلوچستان",خطا,خطا
سوران,سیستان و بلوچستان,"سوران, استان سیستان و بلوچستان",خطا,خطا
سیرکان,سیستان و بلوچستان,"سیرکان, استان سیستان و بلوچستان",خطا,خطا
علی اکبر,سیستان و بلوچستان,"علی اکبر, استان سیستان و بلوچستان",,
فنوج,سیستان و بلوچستان,"فنوج, استان سیستان و بلوچستان",,
قصرقند,سیستان و بلوچستان,"قصرقند, استان سیستان و بلوچستان",خطا,خطا
کنارک,سیستان و بلوچستان,"کنارک, استان سیستان و بلوچستان",خطا,خطا
گشت,سیستان و بلوچستان,"گشت, استان سیستان و بلوچستان",خطا,خطا
گلمورتی,سیستان و بلوچستان,"گلمورتی, استان سیستان و بلوچستان",خطا,خطا
محمدان,سیستان و بلوچستان,"محمدان, استان سیستان و بلوچستان",خطا,خطا
محمدآباد,سیستان و بلوچستان,"محمدآباد, استان سیستان و بلوچستان",خطا,خطا
محمدی,سیستان و بلوچستان,"محمدی, استان سیستان و بلوچستان",خطا,خطا
میرجاوه,سیستان و بلوچستان,"میرجاوه, استان سیستان و بلوچستان",خطا,خطا
نصرت آباد,سیستان و بلوچستان,"نصرت آباد, استان سیستان و بلوچستان",خطا,خطا
نگور,سیستان و بلوچستان,"نگور, استان سیستان و بلوچستان",خطا,خطا
نوک آباد,سیستان و بلوچستان,"نوک آباد, استان سیستان و بلوچستان",خطا,خطا
نیک شهر,سیستان و بلوچستان,"نیک شهر, استان سیستان و بلوچستان",خطا,خطا
هیدوچ,سیستان و بلوچستان,"هیدوچ, استان سیستان و بلوچستان",خطا,خطا
اردکان,فارس,"اردکان, استان فارس",خطا,خطا
ارسنجان,فارس,"ارسنجان, استان فارس",خطا,خطا
استهبان,فارس,"استهبان, استان فارس",خطا,خطا
اشکنان,فارس,"اشکنان, استان فارس",خطا,خطا
افزر,فارس,"افزر, استان فارس",خطا,خطا
اقلید,فارس,"اقلید, استان فارس",خطا,خطا
امام شهر,فارس,"امام شهر, استان فارس",خطا,خطا
اهل,فارس,"اهل, استان فارس",خطا,خطا
اوز,فارس,"اوز, استان فارس",خطا,خطا
ایج,فارس,"ایج, استان فارس",خطا,خطا
ایزدخواست,فارس,"ایزدخواست, استان فارس",خطا,خطا
آباده,فارس,"آباده, استان فارس",خطا,خطا
آباده طشک,فارس,"آباده طشک, استان فارس",خطا,خطا
باب انار,فارس,"باب انار, استان فارس",خطا,خطا
بالاده,فارس,"بالاده, استان فارس",خطا,خطا
بنارویه,فارس,"بنارویه, استان فارس",خطا,خطا
بهمن,فارس,"بهمن, استان فارس",خطا,خطا
بوانات,فارس,"بوانات, استان فارس",خطا,خطا
بیرم,فارس,"بیرم, استان فارس",خطا,خطا
بیضا,فارس,"بیضا, استان فارس",خطا,خطا
جنت شهر,فارس,"جنت شهر, استان فارس",,
جهرم,فارس,"جهرم, استان فارس",,
جویم,فارس,"جویم, استان فارس",,
زرین دشت,فارس,"زرین دشت, استان فارس",خطا,خطا
حسن آباد,فارس,"حسن آباد, استان فارس",,
خان زنیان,فارس,"خان زنیان, استان فارس",,
خاوران,فارس,"خاوران, استان فارس",,
خرامه,فارس,"خرامه, استان فارس",,
خشت,فارس,"خشت, استان فارس",,
خنج,فارس,"خنج, استان فارس",,
خور,فارس,"خور, استان فارس",,
داراب,فارس,"داراب, استان فارس",خطا,خطا
داریان,فارس,"داریان, استان فارس",خطا,خطا
دبیران,فارس,"دبیران, استان فارس",خطا,خطا
دژکرد,فارس,"دژکرد, استان فارس",خطا,خطا
دهرم,فارس,"دهرم, استان فارس",خطا,خطا
دوبرجی,فارس,"دوبرجی, استان فارس",خطا,خطا
رامجرد,فارس,"رامجرد, استان فارس",خطا,خطا
رونیز,فارس,"رونیز, استان فارس",خطا,خطا
زاهدشهر,فارس,"زاهدشهر, استان فارس",خطا,خطا
زرقان,فارس,"زرقان, استان فارس",خطا,خطا
سده,فارس,"سده, استان فارس",خطا,خطا
سروستان,فارس,"سروستان, استان فارس",خطا,خطا
سعادت شهر,فارس,"سعادت شهر, استان فارس",خطا,خطا
سورمق,فارس,"سورمق, استان فارس",خطا,خطا
سیدان,فارس,"سیدان, استان فارس",خطا,خطا
ششده,فارس,"ششده, استان فارس",خطا,خطا
شهرپیر,فارس,"شهرپیر, استان فارس",خطا,خطا
شهرصدرا,فارس,"شهرصدرا, استان فارس",خطا,خطا
شیراز,فارس,"شیراز, استان فارس",خطا,خطا
صغاد,فارس,"صغاد, استان فارس",,
صفاشهر,فارس,"صفاشهر, استان فارس",,
علامرودشت,فارس,"علامرودشت, استان فارس",,
فدامی,فارس,"فدامی, استان فارس",,
فراشبند,فارس,"فراشبند, استان فارس",,
فسا,فارس,"فسا, استان فارس",,
فیروزآباد,فارس,"فیروزآباد, استان فارس",,
قائمیه,فارس,"قائمیه, استان فارس",خطا,خطا
قادرآباد,فارس,"قادرآباد, استان فارس",خطا,خطا
قطب آباد,فارس,"قطب آباد, استان فارس",خطا,خطا
قطرویه,فارس,"قطرویه, استان فارس",خطا,خطا
قیر,فارس,"قیر, استان فارس",خطا,خطا
کارزین (فتح آباد),فارس,"کارزین (فتح آباد), استان فارس",خطا,خطا
کازرون,فارس,"کازرون, استان فارس",خطا,خطا
کامفیروز,فارس,"کامفیروز, استان فارس",خطا,خطا
کره ای,فارس,"کره ای, استان فارس",خطا,خطا
کنارتخته,فارس,"کنارتخته, استان فارس",خطا,خطا
کوار,فارس,"کوار, استان فارس",خطا,خطا
گراش,فارس,"گراش, استان فارس",خطا,خطا
گله دار,فارس,"گله دار, استان فارس",خطا,خطا
لار,فارس,"لار, استان فارس",,
لامرد,فارس,"لامرد, استان فارس",,
لپویی,فارس,"لپویی, استان فارس",,
لطیفی,فارس,"لطیفی, استان فارس",,
مبارک آباددیز,فارس,"مبارک آباددیز, استان فارس",خطا,خطا
مرودشت,فارس,"مرودشت, استان فارس",خطا,خطا
مشکان,فارس,"مشکان, استان فارس",خطا,خطا
مصیری,فارس,"مصیری, استان فارس",خطا,خطا
مهر,فارس,"مهر, استان فارس",خطا,خطا
میمند,فارس,"میمند, استان فارس",خطا,خطا
نوبندگان,فارس,"نوبندگان, استان فارس",خطا,خطا
نوجین,فارس,"نوجین, استان فارس",خطا,خطا
نودان,فارس,"نودان, استان فارس",خطا,خطا
نورآباد,فارس,"نورآباد, استان فارس",خطا,خطا
نی ریز,فارس,"نی ریز, استان فارس",خطا,خطا
وراوی,فارس,"وراوی, استان فارس",خطا,خطا
ارداق,قزوین,"ارداق, استان قزوین",خطا,خطا
اسفرورین,قزوین,"اسفرورین, استان قزوین",خطا,خطا
اقبالیه,قزوین,"اقبالیه, استان قزوین",خطا,خطا
الوند,قزوین,"الوند, استان قزوین",خطا,خطا
آبگرم,قزوین,"آبگرم, استان قزوین",خطا,خطا
آبیک,قزوین,"آبیک, استان قزوین",خطا,خطا
آوج,قزوین,"آوج, استان قزوین",خطا,خطا
بوئین زهرا,قزوین,"بوئین زهرا, استان قزوین",خطا,خطا
بیدستان,قزوین,"بیدستان, استان قزوین",خطا,خطا
تاکستان,قزوین,"تاکستان, استان قزوین",خطا,خطا
خاکعلی,قزوین,"خاکعلی, استان قزوین",,
خرمدشت,قزوین,"خرمدشت, استان قزوین",,
دانسفهان,قزوین,"دانسفهان, استان قزوین",خطا,خطا
رازمیان,قزوین,"رازمیان, استان قزوین",خطا,خطا
سگزآباد,قزوین,"سگزآباد, استان قزوین",خطا,خطا
سیردان,قزوین,"سیردان, استان قزوین",خطا,خطا
شال,قزوین,"شال, استان قزوین",خطا,خطا
شریفیه,قزوین,"شریفیه, استان قزوین",خطا,خطا
ضیاآباد,قزوین,"ضیاآباد, استان قزوین",,
قزوین,قزوین,"قزوین, استان قزوین",خطا,خطا
کوهین,قزوین,"کوهین, استان قزوین",خطا,خطا
محمدیه,قزوین,"محمدیه, استان قزوین",خطا,خطا
محمودآباد نمونه,قزوین,"محمودآباد نمونه, استان قزوین",خطا,خطا
معلم کلایه,قزوین,"معلم کلایه, استان قزوین",خطا,خطا
نرجه,قزوین,"نرجه, استان قزوین",خطا,خطا
جعفریه,قم,"جعفریه, استان قم",,
دستجرد,قم,"دستجرد, استان قم",خطا,خطا
سلفچگان,قم,"سلفچگان, استان قم",خطا,خطا
قم,قم,"قم, استان قم",خطا,خطا
قنوات,قم,"قنوات, استان قم",خطا,خطا
کهک,قم,"کهک, استان قم",خطا,خطا
آرمرده,کردستان,"آرمرده, استان کردستان",خطا,خطا
بابارشانی,کردستان,"بابارشانی, استان کردستان",خطا,خطا
بانه,کردستان,"بانه, استان کردستان",خطا,خطا
بلبان آباد,کردستان,"بلبان آباد, استان کردستان",خطا,خطا
بوئین سفلی,کردستان,"بوئین سفلی, استان کردستان",خطا,خطا
بیجار,کردستان,"بیجار, استان کردستان",خطا,خطا
چناره,کردستان,"چناره, استان کردستان",,
دزج,کردستان,"دزج, استان کردستان",خطا,خطا
دلبران,کردستان,"دلبران, استان کردستان",خطا,خطا
دهگلان,کردستان,"دهگلان, استان کردستان",خطا,خطا
دیواندره,کردستان,"دیواندره, استان کردستان",خطا,خطا
زرینه,کردستان,"زرینه, استان کردستان",خطا,خطا
سروآباد,کردستان,"سروآباد, استان کردستان",خطا,خطا
سریش آباد,کردستان,"سریش آباد, استان کردستان",خطا,خطا
سقز,کردستان,"سقز, استان کردستان",خطا,خطا
سنندج,کردستان,"سنندج, استان کردستان",خطا,خطا
شویشه,کردستان,"شویشه, استان کردستان",خطا,خطا
صاحب,کردستان,"صاحب, استان کردستان",,
قروه,کردستان,"قروه, استان کردستان",خطا,خطا
کامیاران,کردستان,"کامیاران, استان کردستان",خطا,خطا
کانی دینار,کردستان,"کانی دینار, استان کردستان",خطا,خطا
کانی سور,کردستان,"کانی سور, استان کردستان",خطا,خطا
مریوان,کردستان,"مریوان, استان کردستان",خطا,خطا
موچش,کردستان,"موچش, استان کردستان",خطا,خطا
یاسوکند,کردستان,"یاسوکند, استان کردستان",خطا,خطا
اختیارآباد,کرمان,"اختیارآباد, استان کرمان",خطا,خطا
ارزوئیه,کرمان,"ارزوئیه, استان کرمان",خطا,خطا
امین شهر,کرمان,"امین شهر, استان کرمان",خطا,خطا
انار,کرمان,"انار, استان کرمان",خطا,خطا
اندوهجرد,کرمان,"اندوهجرد, استان کرمان",خطا,خطا
باغین,کرمان,"باغین, استان کرمان",خطا,خطا
بافت,کرمان,"بافت, استان کرمان",خطا,خطا
بردسیر,کرمان,"بردسیر, استان کرمان",خطا,خطا
بروات,کرمان,"بروات, استان کرمان",خطا,خطا
